Date,Custom dimension 8,Custom dimension 6,Custom dimension 13,Custom dimension 3,Custom dimension 10,Custom dimension 9,Custom dimension 1,Total events
2018-10-17,957199713.2,New York Knicks,2018101223,Knicks vs Nets 2018-10-12,Highlight Clip,Post Game,Highlight: Hezonja Finishes in Transition,1
2018-10-17,957199713.2,New York Knicks,2018101223,Knicks vs Nets 2018-10-12,Player Interview,Post Game,Kornet Goes Over Hot-Shooting 4th Quarter,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,1
2018-10-17,972469017.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,981991346.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,3
2018-10-17,981991346.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,3
2018-10-17,981991346.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,3
2018-10-17,981991346.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,981991346.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,981991346.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,How the Rangers Won in the Shootout,1
2018-10-17,981991346.2,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Kanter: Hardaway Played Like an All-Star!,1
2018-10-17,998242453.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,998242453.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,998242453.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,998242453.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,3
2018-10-17,998242453.2,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1005733267,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1019852436,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1037381147,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1039850293,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,1039850293,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,1
2018-10-17,1039850293,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1039850293,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Highlight: Kinkaid Makes Two Huge Saves Late To Preserve Win,1
2018-10-17,1063613997,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1066412392,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1066412392,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Who's Your Starting Five?,1
2018-10-17,1078652339,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,1078652339,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1078652339,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1081206001,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knicks Rolling Over Hawks at Halftime,1
2018-10-17,1081206001,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1085777984,New York Knicks,2017110522,Knicks vs Pacers 2017-11-05,Player Interview,Post Game,Porzingis: We're Playing With That New York Grit,1
2018-10-17,1133885134,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-17,1133885134,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1133885134,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1138702973,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1139036808,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1139036808,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,1139036808,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlight Clip,Post Game,Highlight: Hezonja Finishes in Transition,1
2018-10-17,1139036808,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlights Analysis,Post Game,Robinson Dominating at Both Ends of the Floor,1
2018-10-17,1139036808,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Player Interview,Post Game,Hardaway OK After Injuring Wrist,1
2018-10-17,1140598127,New York Knicks,2018012401,Knicks at Lakers 2018-01-21,Highlight Package,Post Game,Baby Race on the Hardwood!,1
2018-10-17,1153564365,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1161087153,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,1163857530,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1163857530,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Highlight: Palmieri Scores Again,1
2018-10-17,1165763562,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1170174658,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1170174658,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Highlight: Lundqvist's Amazing Stretching Save,1
2018-10-17,1174185651,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,1174185651,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Knicks Rolling Over Hawks at Halftime,1
2018-10-17,1174185651,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1174185651,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1181822265,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1183942482,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,1188472319,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,3
2018-10-17,1188833866,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Lundqvist's Amazing Stretching Save,1
2018-10-17,1188833866,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,How the Rangers Won in the Shootout,1
2018-10-17,1188833866,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1188833866,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Who's Your Starting Five?,1
2018-10-17,1191945668,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,4
2018-10-17,1191945668,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1191945668,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,1191945668,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,1193358046,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1195309838,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1228261008,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Kanter Finishes the Fast Break,1
2018-10-17,1228261008,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1228261008,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1229506936,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1229506936,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1251660349,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1252162963,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1278106376,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,1278474923,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1278474923,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,1
2018-10-17,1278474923,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1295800435,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,1299493412,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,3
2018-10-17,1299493412,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Ntilikina Happy to be Named Starter,1
2018-10-17,1299493412,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,1
2018-10-17,1299493412,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,3
2018-10-17,1317260749,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,1326525073,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1337402994,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,1337402994,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Trier's Nasty Stuff,1
2018-10-17,1337402994,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1337402994,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1337402994,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,1337402994,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1337402994,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,1
2018-10-17,1337402994,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1344120498,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,Highlight: Frank's Killer Crossover,1
2018-10-17,1344120498,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlight Clip,Post Game,nyk-trier-post-100318,1
2018-10-17,1344120498,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1344120498,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,1
2018-10-17,1344120498,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1345503203,New York Knicks,2018101222,Knicks at Nets 2018-10-03,Highlights Analysis,Post Game,"Ntilikina, Vonleh & Hezonja Deliver Off the Bench",1
2018-10-17,1345503203,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Highlight Package,Post Game,How Ntilikina Got Stronger In Offseason,1
2018-10-17,1356484450,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Fizdale Goes Over Decision to Start Ntilikina,1
2018-10-17,1356484450,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,3
2018-10-17,1356484450,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,icymi-knicks-101518,1
2018-10-17,1356484450,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1365369093,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,1370758277,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1370758277,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1370758277,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,BUF_DAHLIN_HIGHLIGHTS_101318,1
2018-10-17,1370758277,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1370758277,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Isles' Comeback Bid Falls Short,1
2018-10-17,1373603363,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Second Quarter of Zoom Powers Knicks Over Hawks,1
2018-10-17,1373603363,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,nyk-trier-post-100318,1
2018-10-17,1387246214,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,Fizdale: This Was a Dream Come True,1
2018-10-17,1387246214,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Coach Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,1387246214,New York Knicks,2018101723,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Wally Wall: How Knicks Ran Plays Hardaway & Hezonja,1
2018-10-17,1414885475,New York Knicks,2018101222,Knicks vs Nets 2018-10-12,Coach Interview,Post Game,Fizdale Assesses Team After Preseason Finale,1
2018-10-17,1425244773,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,Hardaway Jr. & Trier React After Monster Win vs. Hawks,1
2018-10-17,1425244773,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Player Interview,Post Game,nyk-trier-post-100318,1
2018-10-17,1448554143,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Highlight: Kinkaid Makes Two Huge Saves Late To Preserve Win,1
2018-10-17,1448554143,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,MSG 150: A KHL Own Goal!,1
2018-10-17,1448554143,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,"McQuaid, Vesey Look Ahead To Tilt Against Colorado",1
2018-10-17,1448554143,New York Knicks,2018101722,Knicks vs Hawks 2018-10-17,Highlights Analysis,Post Game,Rangers Morning Minute: Lundqvist Stands Tall vs. Avalanche,1
